xx,yy,OBJECTID,Description,ParkType,Car_Park,Dog_Off_Leash_Area,Electric_BBQ,Picnic_Set,Rubbish_Bins,Shelter,Toilets,Water_Fountain,Basketball_Court,Play_Equipment,Playground_Area,Skate_Park,Exercise_Equipment,Suburb,ADDRESS,APS
494063.142,6970626.0615,784,Harvey Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,FERNY HILLS,93-103 HUTTON ROAD FERNY HILLS,NO
482064.1476,6992722.7536,785,Edmonds Court Park (North),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DAYBORO,51 EDMONDS COURT DAYBORO,NO
497461.7496,6985026.5959,786,Waratah Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,PETRIE,46-58 RUE MONTAIGNE PETRIE,NO
501039.8284,6989592.0987,787,MacKintosh Drive Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,1 MACKINTOSH DRIVE NORTH LAKES,NO
498082.5894,6984234.7987,788,Anzac Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No
511255.9348,6992394.9952,789,Tingira Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,SCARBOROUGH,2 SECOND AVENUE SCARBOROUGH,NO
515855.5134,7003993.5028,790,Apex Park (Bongaree),Park\District Foresh,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,BONGAREE,1 SOUTH ESPLANADE BONGAREE,NO
500886.0516,6989445.6532,791,Merion Crescent Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,54 AUGUSTA PARADE NORTH LAKES,NO
505293.8208,6998968.431,792,Mazlin Park,Park\District Recrea,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,BEACHMERE,21-25 BIGGS AVENUE BEACHMERE,NO
498086.7598,6986297.4063,793,Lygon Place Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,83 ASCOT CRESCENT KALLANGUR,NO
491823.7566,7010518.4848,794,Mulligan Crescent Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,ELIMBAH,18 MULLIGAN CRESCENT ELIMBAH,NO
495013.4853,6974133.5485,795,Cressbrook Drive Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BUNYA,84 DUGANDAN ROAD BUNYA,NO
515090.2941,7007251.8216,796,Marina Boulevarde Park (North,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,169-171 MARINA BOULEVARD BANKSIA BEACH,NO
501772.854,6989603.3927,797,Marsh Parade Park,Park\Linear Linkage,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,1-7 MARSH PARADE NORTH LAKES,NO
511752.4287,7004925.4218,798,Aird St Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,SANDSTONE POINT,270-272 BESTMANN ROAD SANDSTONE POINT,NO
496901.0346,6970100.2038,799,Montague Court Park (East),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,EVERTON HILLS,1049 SOUTH PINE ROAD EVERTON HILLS,NO
514262.6055,7006668.0856,800,Crest Park,Park\District Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,,NO
508966.8963,6987341.7781,801,Pikett Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,CLONTARF,19-45 PIKETT STREET CLONTARF,NO
503322.994,6987081.223,802,Kinsellas Road East Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MANGO HILL,127 MANGO HILL BOULEVARD MANGO HILL,NO
495879.2395,6971293.0991,803,Collins Road Forestry Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ARANA HILLS,17 BUNYAVILLE CLOSE ARANA HILLS,NO
502443.7418,6992753.1865,804,Skye Blue Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,35-39 BAILEY ROAD DECEPTION BAY,NO
501909.4121,6987843.1507,805,Settlers Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,1-15 PINNOCK CRESCENT NORTH LAKES,NO
497484.7017,6972934.3904,806,Listonia Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,ALBANY CREEK,45 ALLAMANDA CRESCENT ALBANY CREEK,NO
485421.8524,6969238.3139,807,Bora Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WIGHTS MOUNTAIN,Lot 193 UPPER WIGHTS MOUNTAIN ROAD WIGHTS MOUNTAIN,NO
517368.3504,7004514.2676,808,Bribie Island Sports Complex,Park\District Sports,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,BONGAREE,156-206 FIRST AVENUE BONGAREE,NO
477271.1462,7019175.5951,809,Woodford Sports Complex,Park\District Sports,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,WOODFORD,31 NEURUM ROAD WOODFORD,NO
492520.1832,7003903.1067,810,Piggot Road Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,32-40 PIGGOTT ROAD BELLMERE,NO
497827.7928,6980012.1351,811,Livingstone Street Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,STRATHPINE,1 LIVINGSTONE STREET STRATHPINE,NO
500720.7902,6985663.5099,812,Wagner Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,MURRUMBA DOWNS,Lot 3 BRAYS ROAD MURRUMBA DOWNS,NO
510170.9226,6989860.9925,813,Tern Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,134A ASHMOLE ROAD NEWPORT,NO
498262.4836,6986201.3981,814,Marsden Road Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,21 FAIRLIE COURT KALLANGUR,NO
502201.8958,6989391.9904,815,Peron Crescent Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,NORTH LAKES,5 PERON CRESCENT NORTH LAKES,NO
494347.7007,6970154.0703,816,Tarnee Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,FERNY HILLS,4 TARNEE STREET FERNY HILLS,NO
496191.9693,6984559.2609,817,Vera Murray Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,PETRIE,128 DAYBORO ROAD PETRIE,NO
500397.7549,6989342.5081,818,Emirates Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,19 SEARS PARADE NORTH LAKES,NO
494862.1079,6980119.6283,819,Winlock Circuit Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,WARNER,15 MONDIAL DRIVE WARNER,NO
497629.3902,6969843.6948,820,Bowman Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,EVERTON HILLS,14A LILY STREET EVERTON HILLS,NO
503304.9957,6991178.9926,821,Kevin Street Park,Park\Local Recreatio,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,14-16 KEVIN STREET DECEPTION BAY,NO
487771.3548,6975812.9837,822,Pathway Rossleigh Court,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,YUGAR,Lot 23 ROSSLEIGH COURT YUGAR,NO
499499.1344,6987695.3091,823,Cinnabar Place Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,6 CINNABAR ROAD KALLANGUR,NO
485810.3703,7007389.3017,824,Kalco Court (West) Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WAMURAN,40 KALCO COURT WAMURAN,NO
513143.5347,7004462.7638,825,Lachlan Crescent Park (South),Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,SANDSTONE POINT,27-31A LACHLAN CRESCENT SANDSTONE POINT,NO
503749.2573,6991726.9872,826,Sparkes Place,Park\Linear Linkage,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,Lot 1 THE ESPLANADE DECEPTION BAY,NO
496790.8847,6975393.1887,827,Greenview Park,Park\Local Civic Par,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,ALBANY CREEK,16 FERGUSON STREET ALBANY CREEK,NO
494798.468,6974880.0932,828,Sargent Reserve,Park\District Recrea,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,EATONS HILL,26-58 BUNYA CROSSING ROAD EATONS HILL,NO
497196.8242,7010563.5345,829,Northfield Place Reserve,Park\Local Recreatio,No,No,No,No,No,Yes,No,No,No,No,No,No,No,ELIMBAH,53-85 MANSFIELD ROAD ELIMBAH,NO
497654.7913,6984976.6428,830,David Dwyer Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,2 ASHLEY COURT KALLANGUR,NO
491871.9351,6998322.6997,831,Sauvignon Drive Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,MORAYFIELD,177-185 NAIRN ROAD MORAYFIELD,NO
494593.9721,6971073.9637,832,Wightman Reserve,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,FERNY HILLS,61 BLACKWOOD DRIVE FERNY HILLS,NO
495685.0699,6981463.6696,833,Samsonvale Road,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BRAY PARK,Lot 3 SAMSONVALE ROAD BRAY PARK,NO
500185.2015,6996255.5887,834,Briston Avenue Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BURPENGARY EAST,41-47 BRISTON AVENUE BURPENGARY EAST,NO
515804.8341,7005969.323,835,Phoenix Avenue Park,Park\Linear Linkage,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,BONGAREE,59 PHOENIX AVENUE BONGAREE,NO
496956.8473,6980984.4161,836,Dick Turnbull Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,BRAY PARK,56 CASUARINA DRIVE BRAY PARK,NO
498697.9813,6986051.3536,837,Jim Akers Park,Park\Linear Linkage,No,No,No,Yes,No,No,No,No,No,No,No,No,No,KALLANGUR,33 IRONBARK DRIVE KALLANGUR,NO
499830.699,6987428.9206,838,Brimstone Court Park,Park\Linear Linkage,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,KALLANGUR,31 BRIMSTONE COURT KALLANGUR,NO
494062.4715,7000561.9932,839,Beech Drive Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,MORAYFIELD,135-137 PETERSEN ROAD MORAYFIELD,NO
505297.1783,6999258.9889,840,Main Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BEACHMERE,17 MAIN STREET BEACHMERE,NO
502753.6047,6985691.403,841,Jean Hooper Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,MANGO HILL,49 WATTLEBIRD STREET MANGO HILL,NO
500577.5934,6990344.2078,842,Wolfe Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,NORTH LAKES,15 WALLARAH PARADE NORTH LAKES,NO
489132.3576,6971881.3473,843,Basil O'brien Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,SAMFORD VILLAGE,73-79 CASH AVENUE SAMFORD VILLAGE,NO
497864.9336,6983738.4377,844,Petrie Place,Park\Local Civic Par,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,PETRIE,1014-1030 ANZAC AVENUE PETRIE,NO
492618.3318,7003788.4307,845,Lyndon Way Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,BELLMERE,26 DAINTREE STREET BELLMERE,NO
495170.9949,6969564.595,846,Melrose Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,FERNY HILLS,33 ARALIA STREET FERNY HILLS,NO
502113.4349,6984195.7695,847,Ultramarine Parade Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,GRIFFIN,5-25 EVERGREEN PARADE GRIFFIN,NO
502319.9053,6994579.2524,848,Antigua Crescent Reserve,Park\Local Foreshore,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,20A ANTIGUA CRESCENT DECEPTION BAY,NO
493669.2098,6969322.292,849,Thomsett Park,Park\Local Recreatio,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,FERNY HILLS,9-11 OLAKUNA CRESCENT FERNY HILLS,NO
501741.263,6985472.7467,850,Catherine Petrie Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,21 CATHERINE COURT MURRUMBA DOWNS,NO
501165.8104,6997947.1037,851,Stirling Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,431 UHLMANN ROAD BURPENGARY EAST,NO
509947.5825,6989301.7401,852,Walsh Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,,,NO
497343.3817,6973193.772,853,Jinker Track Corner Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,Lot 3 OLD NORTHERN ROAD ALBANY CREEK,NO
500856.2348,6985093.9495,854,Ceccato Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,31A WATTLEBRUSH COURT MURRUMBA DOWNS,NO
497644.4959,6994923.007,855,Caccini Crescent Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY,155-163 PITT ROAD BURPENGARY,NO
496817.4187,7004201.5865,856,Twilight Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,21 MORNINGVIEW DRIVE CABOOLTURE,NO
495209.6057,6995192.1476,857,Burpengary Equestrian Centre,Park\Specific use Sp,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY,350-354 ROWLEY ROAD BURPENGARY,NO
509826.4793,6990064.2119,858,Curlew Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,17 INTREPID COURT NEWPORT,NO
502180.7919,6993735.7967,859,Richard Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,8 RICHARD COURT DECEPTION BAY,NO
492952.8303,7005579.3353,860,Bluebell Street Park,Park\District Recrea,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,CABOOLTURE,25-29 HONEYSUCKLE STREET CABOOLTURE,NO
497913.9399,6984361.8398,861,Neale Jenkins Way,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,PETRIE,1140 ANZAC AVENUE PETRIE,NO
496437.5354,6979761.0767,862,Old North Road Park (South),Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,WARNER,Lot 902 OLD NORTH ROAD WARNER,NO
492424.0948,6984970.2651,863,Vores Road/Whiteside Road Link,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WHITESIDE,Lot 1 VORES ROAD WHITESIDE,NO
500372.3532,6996207.8677,864,Maitland Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,170-176 MAITLAND ROAD BURPENGARY EAST,NO
513279.0885,7004804.557,865,Lachlan Crescent Park (North),Park\Local Recreatio,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,SANDSTONE POINT,67-71 LACHLAN CRESCENT SANDSTONE POINT,NO
504911.6196,6989278.5787,866,Parsons Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,ROTHWELL,28B WHITLOCK DRIVE ROTHWELL,NO
494025.5543,7000783.3205,867,Woodsy Court Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,114-122 PETERSEN ROAD MORAYFIELD,NO
502504.6013,6993716.5378,868,Doman Court Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,DECEPTION BAY,2 DOMAN COURT DECEPTION BAY,NO
493624.7958,7004075.4005,869,Wararba Crescent Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,33 XANADU DRIVE BELLMERE,NO
495586.6227,6981165.945,870,Kumbari Reserve,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,BRAY PARK,329-337 SAMSONVALE ROAD BRAY PARK,NO
496822.6117,6985726.0921,871,Kurwongbah Park,Park\District Recrea,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,PETRIE,43 TORRENS ROAD PETRIE,NO
508477.1177,6987946.0367,872,Lancaster Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,KIPPA-RING,30A AMERSHAM STREET KIPPA-RING,NO
493836.8261,6981951.2859,873,Oxford Street Reserve 3,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,JOYNER,67 OXFORD STREET JOYNER,NO
511574.518,6987835.7089,874,John Oxley Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,No
494563.8776,7002219.134,875,Kenneth Street Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,MORAYFIELD,32 KENNETH STREET MORAYFIELD,NO
497502.0974,6982233.994,876,Barclay Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,LAWNTON,69 TODDS ROAD LAWNTON,NO
506437.6693,7006292.9916,877,Aylward Road Reserve,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NINGI,949-953 BRIBIE ISLAND ROAD NINGI,NO
498432.6465,6988751.8719,878,Fairywren Circuit Reserve,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,DAKABIN,19 FAIRY WREN CIRCUIT DAKABIN,NO
496269.0602,7001255.0161,879,Brodies Park (North),Park\District Recrea,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,MORAYFIELD,19 DUNVEGAN DRIVE MORAYFIELD,NO
494113.1851,7001252.9913,880,Springwater Crescent Park (East),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,2 SPRINGWATER CRESCENT MORAYFIELD,NO
498584.7597,6988727.0444,881,Lorikeet Parade Reserve,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,DAKABIN,19 FAIRY WREN CIRCUIT DAKABIN,NO
495476.8364,6973264.1324,882,Marara Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,16 MARARA COURT ALBANY CREEK,NO
498541.0756,6988343.4042,883,Carramar Reserve,Park\District Recrea,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,DAKABIN,69 ALMA ROAD DAKABIN,NO
499199.106,6977596.88,884,Joe Davis Park,Park\Specific use Sp,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,BRENDALE,Lot 345 DEAKIN STREET BRENDALE,NO
494984.8434,7012109.7171,885,Elimbah Sports Centre,Park\District Sports,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,ELIMBAH,24 ELIMBAH SPORTS DRIVE ELIMBAH,NO
476473.8261,7020013.195,886,Wouwa Street Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,WOODFORD,1 WOUWA STREET WOODFORD,NO
497072.8235,6995623.132,887,Ruth McDonald Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BURPENGARY,29-31 ROSSINI STREET BURPENGARY,NO
494294.4144,6982394.0968,888,James Court Park,Park\Local Recreatio,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,JOYNER,64 GORDONS CROSSING ROAD JOYNER,NO
497568.9499,7000364.0958,889,Coach Road West Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,12-22 ACEMIA DRIVE MORAYFIELD,NO
515825.1283,7003761.0635,890,Gary Parsons Park,Park\Regional Foresh,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,,,No
493141.1757,7004306.1769,891,Marlene Street Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,10 MARLENE STREET BELLMERE,NO
494897.8844,6993930.6277,892,Mackenzie Avenue Park (West),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,328 NEW SETTLEMENT ROAD NARANGBA,NO
502715.1141,6984805.2494,893,Lavender Drive Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,GRIFFIN,1 VANILLA AVENUE GRIFFIN,NO
510220.0712,6990248.7908,894,Graham Higham Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,142A ASHMOLE ROAD NEWPORT,NO
502036.489,6997286.9226,895,Uhlmann Road Park,Park\Specific use Sp,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,BURPENGARY EAST,540-558 UHLMANN ROAD BURPENGARY EAST,NO
509367.7037,6988207.1878,896,A.J. (Jock) Kelly Park,Park\Local Sports Pa,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,KIPPA-RING,195-203 ANZAC AVENUE KIPPA-RING,NO
515744.8883,7004140.9951,897,Brennan Park,Park\District Foresh,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,BONGAREE,1 SOUTH ESPLANADE BONGAREE,NO
498418.149,6986861.7397,898,Max Hooper Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,KALLANGUR,31 SHEAVES ROAD KALLANGUR,NO
494827.1875,7000146.6535,899,Crowe Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,1-13 CROWE ROAD MORAYFIELD,NO
506980.2458,7013601.4684,900,Pumicestone Park,Park\Local Foreshore,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DONNYBROOK,15 ALICE STREET DONNYBROOK,NO
476790.0879,7006981.4428,901,Mount Mee Sports Association,Park\Local Sports Pa,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,MOUNT MEE,249 ROBINSON ROAD MOUNT MEE,NO
496606.1812,6971049.8825,902,Cabbage Tree Creek Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,EVERTON HILLS,20A GARFIELD TERRACE EVERTON HILLS,NO
501320.444,6989319.1865,903,Lytham Circuit Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,NORTH LAKES,40 MORFONTAINE STREET NORTH LAKES,NO
510203.1252,7005788.3709,904,Sandheath Place,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NINGI,28 NINGI WATERS DRIVE NINGI,NO
493890.0472,6994644.815,905,Swanston Crescent Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,NARANGBA,28 SWANSTON CRESCENT NARANGBA,NO
491555.4604,7003521.5438,906,Bellmere Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,215-227 BELLMERE ROAD BELLMERE,NO
497188.1187,6983523.2333,907,Frank Skinner Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,Yes,PETRIE,22 CARMODY COURT PETRIE,NO
493382.1703,6993568.129,908,Rokeby Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,74-82 FOREST RIDGE DRIVE NARANGBA,NO
495563.2908,6978927.9924,909,Old North Road Reserve - Warne,Park\Linear Linkage,Yes,No,No,No,No,No,No,No,No,No,No,No,No,WARNER,Lot 1 KREMZOW ROAD WARNER,NO
507512.8278,6988779.8022,910,Fleet Drive Park,Park\Local Recreatio,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,KIPPA-RING,31 FLEET DRIVE KIPPA-RING,NO
499381.0898,6985076.2523,911,Pam Gorring Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,113 DOHLES ROCKS ROAD KALLANGUR,NO
482232.9685,6992478.5691,912,Dayboro War Memorial Grounds,Park\Specific use Sp,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,DAYBORO,3512 MT MEE ROAD DAYBORO,NO
496880.6385,6981173.5251,913,Drainage Reserve (Casurina Dri,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BRAY PARK,55 CASUARINA DRIVE BRAY PARK,NO
506060.6207,6989919.4157,914,Langtree Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,Yes,No,No,No,No,ROTHWELL,74 MORRIS ROAD ROTHWELL,NO
495338.6117,6982247.272,915,Nuttall Park,Park\Local Recreatio,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,LAWNTON,292-302 FRANCIS ROAD LAWNTON,NO
497151.3014,6994987.0331,916,Spontini Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY,22 SPONTINI COURT BURPENGARY,NO
503580.6239,6988736.7216,917,Park Vista Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MANGO HILL,35 PINESYDE STREET MANGO HILL,NO
494249.9861,7003316.0907,918,Platypus Creek Environmental R,Park\District Recrea,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,CABOOLTURE SOUTH,12-30 JULIE DRIVE CABOOLTURE SOUTH,NO
488956.5806,6971687.5321,919,Lynda Mcguill Park,Park\Linear Linkage,No,No,No,Yes,No,No,No,No,No,No,No,No,No,SAMFORD VILLAGE,Lot 211 CAMP MOUNTAIN ROAD SAMFORD VILLAGE,NO
510126.6149,6989729.5613,920,Shearwater Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,130A ASHMOLE ROAD NEWPORT,NO
495036.2463,6992530.4494,921,Bein Close Park (East),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,4 BEIN CLOSE NARANGBA,NO
